character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
102444569,Litememe,ravencrest,38.0,1260.0,100.0,,33.0,100.0,50.0,,75.0,0.0,100.0,100.0,0.0,0.0,,100.0,50.0,,2.0,,3.0,1.0,6.0,,4.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,2.0,,1.0,1.0,3.0,,3.0,0.0,2.0,1.0,0.0,0.0,,1.0,1.0,,0.0,,,2.0,,,0.0,,,,,,,,,,,
181324034,Freyá,thunderhorn,96.0,3549.0,100.0,,,67.0,,12.0,22.0,33.0,50.0,42.0,,50.0,47.0,71.0,20.0,44.0,3.0,,,3.0,,8.0,9.0,6.0,8.0,12.0,,8.0,19.0,7.0,5.0,9.0,3.0,,,2.0,,1.0,2.0,2.0,4.0,5.0,,4.0,9.0,5.0,1.0,4.0,0.0,67.0,,3.0,3.0,,0.0,2.0,,,0.0,,2.0,,0.0,,,
139762690,Favre,hyjal,21.0,12845.0,43.0,33.0,33.0,29.0,21.0,79.0,33.0,41.0,57.0,53.0,42.0,60.0,67.0,50.0,33.0,80.0,14.0,9.0,9.0,14.0,14.0,19.0,15.0,17.0,14.0,15.0,12.0,5.0,6.0,4.0,9.0,5.0,6.0,3.0,3.0,4.0,3.0,15.0,5.0,7.0,8.0,8.0,5.0,3.0,4.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,
243291332,Холиджастис,gordunni,143.0,693.0,,,,50.0,,,0.0,,,,,0.0,,,,,,,,2.0,,,1.0,,,,,2.0,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
68803876,Shivah,ravencrest,81.0,58621.0,57.0,71.0,70.0,64.0,64.0,61.0,73.0,60.0,71.0,66.0,57.0,33.0,,0.0,0.0,100.0,191.0,262.0,164.0,168.0,223.0,142.0,203.0,43.0,227.0,53.0,23.0,3.0,,1.0,1.0,1.0,109.0,187.0,115.0,108.0,143.0,86.0,148.0,26.0,161.0,35.0,13.0,1.0,,0.0,0.0,1.0,100.0,,,2.0,,,2.0,,,,,,,,,,,
197612454,Heimir,kazzak,21.0,627.0,,,,100.0,,,100.0,,0.0,50.0,,100.0,50.0,67.0,,50.0,,,,1.0,,,1.0,,1.0,2.0,,1.0,2.0,3.0,,4.0,,,,1.0,,,1.0,,0.0,1.0,,1.0,1.0,2.0,,2.0,100.0,,,1.0,,,1.0,,,,,,,,,,,
195516303,Flashstep,outland,13.0,2743.0,50.0,,,100.0,,67.0,100.0,80.0,100.0,60.0,,100.0,79.0,33.0,50.0,88.0,2.0,,,2.0,,3.0,4.0,5.0,4.0,5.0,,1.0,14.0,3.0,2.0,8.0,1.0,,,2.0,,2.0,4.0,4.0,4.0,3.0,,1.0,11.0,1.0,1.0,7.0,50.0,,,2.0,,,1.0,,,,,,,,,,,
143727190,Rothirsch,blackmoore,67.0,25161.0,27.0,50.0,75.0,37.0,,64.0,34.0,34.0,34.0,39.0,37.0,36.0,43.0,45.0,23.0,41.0,30.0,8.0,4.0,60.0,,50.0,68.0,96.0,79.0,89.0,54.0,92.0,68.0,58.0,13.0,22.0,8.0,4.0,3.0,22.0,,32.0,23.0,33.0,27.0,35.0,20.0,33.0,29.0,26.0,3.0,9.0,0.0,0.0,100.0,5.0,2.0,42.0,0.0,0.0,42.0,83.0,29.0,6.0,14.0,5.0,4.0,,,
104717668,Тесиняка,gordunni,19.0,106286.0,65.0,47.0,54.0,52.0,52.0,51.0,63.0,70.0,67.0,50.0,,50.0,50.0,100.0,100.0,0.0,278.0,260.0,220.0,217.0,235.0,92.0,90.0,10.0,153.0,14.0,,2.0,2.0,1.0,2.0,1.0,180.0,122.0,119.0,112.0,122.0,47.0,57.0,7.0,103.0,7.0,,1.0,1.0,1.0,2.0,0.0,20.0,,,5.0,,,1.0,,,,0.0,,1.0,,0.0,,,
156872398,Alexicus,silvermoon,5.0,5395.0,46.0,19.0,61.0,38.0,50.0,57.0,64.0,33.0,33.0,50.0,67.0,0.0,,0.0,,,13.0,21.0,18.0,8.0,12.0,14.0,11.0,3.0,6.0,2.0,3.0,2.0,,1.0,,,6.0,4.0,11.0,3.0,6.0,8.0,7.0,1.0,2.0,1.0,2.0,0.0,,0.0,,,0.0,,,1.0,,,0.0,,,,,,,,,,,
128532791,Uthaer,kazzak,18.0,2254.0,50.0,,,0.0,,100.0,50.0,,100.0,0.0,0.0,100.0,0.0,100.0,67.0,100.0,2.0,,,2.0,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,0.0,,1.0,1.0,,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
161150944,Avea,dun-morogh,12.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,6.0,,4.0,,,
189513892,Darklink,frostmane,27.0,21493.0,48.0,50.0,48.0,42.0,57.0,64.0,40.0,42.0,40.0,60.0,0.0,77.0,80.0,82.0,83.0,43.0,29.0,30.0,66.0,50.0,44.0,39.0,10.0,19.0,48.0,30.0,3.0,13.0,5.0,11.0,6.0,7.0,14.0,15.0,32.0,21.0,25.0,25.0,4.0,8.0,19.0,18.0,0.0,10.0,4.0,9.0,5.0,3.0,40.0,25.0,,10.0,4.0,,4.0,1.0,,500.0,,4.0,,20.0,,,,
83696336,Palast,nemesis,5.0,290.0,,,0.0,,,,50.0,0.0,0.0,100.0,,,100.0,,,0.0,,,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,0.0,,,,1.0,0.0,0.0,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,
98651090,Marson,ravencrest,30.0,6307.0,63.0,45.0,60.0,50.0,78.0,78.0,64.0,58.0,46.0,56.0,62.0,33.0,0.0,100.0,50.0,100.0,19.0,20.0,10.0,6.0,9.0,9.0,14.0,12.0,13.0,16.0,8.0,3.0,1.0,1.0,6.0,1.0,12.0,9.0,6.0,3.0,7.0,7.0,9.0,7.0,6.0,9.0,5.0,1.0,0.0,1.0,3.0,1.0,25.0,,,4.0,,,1.0,,,,,,,,,,,
187716523,Darkaria,silvermoon,89.0,81051.0,59.0,47.0,48.0,47.0,54.0,54.0,56.0,60.0,55.0,67.0,41.0,67.0,58.0,50.0,88.0,67.0,205.0,350.0,201.0,230.0,193.0,151.0,117.0,48.0,82.0,70.0,22.0,9.0,12.0,4.0,8.0,3.0,120.0,165.0,97.0,109.0,104.0,82.0,66.0,29.0,45.0,47.0,9.0,6.0,7.0,2.0,7.0,2.0,0.0,100.0,100.0,2.0,3.0,1.0,0.0,3.0,1.0,,80.0,,5.0,,4.0,,,
171616936,Vitzu,silvermoon,20.0,2687.0,100.0,0.0,50.0,86.0,,,80.0,67.0,100.0,67.0,0.0,60.0,86.0,57.0,100.0,80.0,1.0,2.0,2.0,7.0,,,5.0,3.0,2.0,3.0,1.0,5.0,7.0,7.0,1.0,5.0,1.0,0.0,1.0,6.0,,,4.0,2.0,2.0,2.0,0.0,3.0,6.0,4.0,1.0,4.0,33.0,,,3.0,,,1.0,,,,,,,,,,,
40264151,Lesure,kul-tiras,11.0,239.0,,,,,,,,50.0,,100.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
195998982,Jaceyprotect,silvermoon,66.0,2215.0,67.0,,,67.0,,50.0,33.0,40.0,50.0,60.0,,67.0,50.0,50.0,75.0,86.0,3.0,,,3.0,,4.0,6.0,5.0,4.0,5.0,,3.0,8.0,2.0,4.0,7.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,3.0,,2.0,4.0,1.0,3.0,6.0,0.0,100.0,,2.0,1.0,,0.0,1.0,,,,,,,,,,
193626496,Leonaa,silvermoon,6.0,1007.0,,,,,,,67.0,0.0,,67.0,,33.0,67.0,71.0,0.0,25.0,,,,,,,3.0,2.0,,3.0,,3.0,3.0,7.0,1.0,4.0,,,,,,,2.0,0.0,,2.0,,1.0,2.0,5.0,0.0,1.0,,,,,,,,,,67.0,,3.0,,2.0,,,,
78209257,Арроя,fordragon,9.0,2463.0,100.0,0.0,100.0,60.0,33.0,100.0,67.0,40.0,60.0,100.0,50.0,100.0,,0.0,0.0,,3.0,2.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,1.0,,1.0,2.0,,3.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,0.0,0.0,,,25.0,,,4.0,,,1.0,,,0.0,,2.0,,0.0,,,
176482111,Aludin,twisting-nether,4.0,4360.0,59.0,60.0,89.0,0.0,67.0,57.0,40.0,0.0,33.0,100.0,,100.0,,100.0,100.0,50.0,22.0,10.0,9.0,5.0,9.0,7.0,5.0,1.0,6.0,6.0,,2.0,,2.0,2.0,4.0,13.0,6.0,8.0,0.0,6.0,4.0,2.0,0.0,2.0,6.0,,2.0,,2.0,2.0,2.0,100.0,,,1.0,,,1.0,,,,,,,,,,,
158660642,Syvòs,blackhand,17.0,469.0,100.0,,,,,50.0,,50.0,33.0,,,,0.0,0.0,0.0,0.0,1.0,,,,,2.0,,2.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
125478123,Doelim,uldaman,19.0,4478.0,43.0,44.0,40.0,20.0,44.0,67.0,44.0,20.0,22.0,17.0,,0.0,17.0,100.0,25.0,100.0,14.0,9.0,5.0,10.0,9.0,18.0,9.0,5.0,9.0,12.0,,2.0,6.0,1.0,8.0,1.0,6.0,4.0,2.0,2.0,4.0,12.0,4.0,1.0,2.0,2.0,,0.0,1.0,1.0,2.0,1.0,33.0,,,3.0,,,1.0,,,100.0,,1.0,,1.0,,,,
172646287,Postmortém,silvermoon,16.0,4884.0,57.0,,,41.0,,33.0,50.0,62.0,42.0,53.0,25.0,67.0,44.0,27.0,67.0,44.0,7.0,,,17.0,,3.0,14.0,8.0,12.0,15.0,4.0,9.0,27.0,11.0,3.0,9.0,4.0,,,7.0,,1.0,7.0,5.0,5.0,8.0,1.0,6.0,12.0,3.0,2.0,4.0,,56.0,,,9.0,,,5.0,,,,,,,,,,
145106489,Pacifista,dalaran,6.0,1107.0,,,,,,100.0,0.0,0.0,50.0,50.0,,0.0,0.0,50.0,100.0,100.0,,,,,,1.0,3.0,1.0,2.0,6.0,,2.0,4.0,2.0,1.0,1.0,,,,,,1.0,0.0,0.0,1.0,3.0,,0.0,0.0,1.0,1.0,1.0,,,100.0,,,2.0,,,2.0,,,,,,,,,
115920321,Гангарт,galakrond,46.0,6675.0,0.0,100.0,,,0.0,,,,0.0,,,,,,50.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,2.0,,0.0,1.0,,,0.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
167252958,Lauser,arthas,5.0,534.0,,,,33.0,,,0.0,0.0,100.0,0.0,,100.0,75.0,0.0,,100.0,,,,3.0,,,2.0,1.0,1.0,2.0,,1.0,4.0,1.0,,1.0,,,,1.0,,,0.0,0.0,1.0,0.0,,1.0,3.0,0.0,,1.0,,,,,,,,,,,,,,,,,,
165297012,Antigonus,thunderhorn,31.0,10978.0,64.0,33.0,75.0,89.0,,14.0,67.0,70.0,56.0,70.0,61.0,42.0,92.0,55.0,77.0,33.0,14.0,15.0,8.0,9.0,,7.0,21.0,30.0,16.0,27.0,18.0,19.0,13.0,11.0,13.0,3.0,9.0,5.0,6.0,8.0,,1.0,14.0,21.0,9.0,19.0,11.0,8.0,12.0,6.0,10.0,1.0,50.0,100.0,100.0,6.0,4.0,8.0,3.0,4.0,8.0,,,,,,,,,
67279939,Baspviat,blackrock,22.0,22549.0,56.0,52.0,60.0,52.0,69.0,59.0,65.0,52.0,60.0,74.0,29.0,300.0,0.0,100.0,,,119.0,66.0,81.0,77.0,52.0,29.0,43.0,23.0,50.0,35.0,7.0,1.0,3.0,1.0,,,67.0,34.0,49.0,40.0,36.0,17.0,28.0,12.0,30.0,26.0,2.0,3.0,0.0,1.0,,,100.0,,,3.0,,,3.0,,,,,,,,,,,
197288122,Ponglenís,archimonde,10.0,238.0,100.0,,,,,,,,,,,0.0,100.0,,100.0,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
143154976,Àlethia,grim-batol,47.0,46876.0,50.0,43.0,46.0,37.0,33.0,59.0,25.0,0.0,75.0,0.0,100.0,,,,,,30.0,37.0,57.0,49.0,49.0,41.0,4.0,1.0,4.0,1.0,1.0,,,,,,15.0,16.0,26.0,18.0,16.0,24.0,1.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,50.0,,2.0,,1.0,,,
193660205,Pansekerys,thunderhorn,64.0,2109.0,60.0,,,50.0,,100.0,40.0,100.0,33.0,17.0,,50.0,83.0,17.0,50.0,100.0,5.0,,,2.0,,4.0,5.0,2.0,6.0,6.0,,4.0,6.0,6.0,2.0,4.0,3.0,,,1.0,,4.0,2.0,2.0,2.0,1.0,,2.0,5.0,1.0,1.0,4.0,100.0,100.0,,4.0,1.0,,4.0,1.0,,,,,,,,,,
186003000,Vekyy,kazzak,34.0,1510.0,33.0,,,67.0,,50.0,0.0,,0.0,67.0,,33.0,75.0,,50.0,100.0,3.0,,,3.0,,2.0,3.0,,1.0,3.0,,3.0,4.0,,6.0,1.0,1.0,,,2.0,,1.0,0.0,,0.0,2.0,,1.0,3.0,,3.0,1.0,60.0,,,5.0,,,3.0,,,,,,,,,,,
167348991,Geepadin,defias-brotherhood,53.0,1393.0,,,,0.0,,33.0,0.0,0.0,33.0,33.0,,33.0,100.0,67.0,33.0,50.0,,,,1.0,,3.0,3.0,3.0,3.0,3.0,,3.0,1.0,3.0,3.0,2.0,,,,0.0,,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,33.0,100.0,,6.0,1.0,,2.0,1.0,,,,,,,,,,
156657032,Mikesglory,ravencrest,15.0,3359.0,36.0,73.0,55.0,75.0,29.0,14.0,60.0,67.0,40.0,33.0,,100.0,0.0,50.0,67.0,100.0,14.0,15.0,11.0,4.0,7.0,7.0,5.0,3.0,10.0,3.0,,3.0,1.0,2.0,3.0,1.0,5.0,11.0,6.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,,3.0,0.0,1.0,2.0,1.0,100.0,,,2.0,,,2.0,,,,,,,,,,,
165268993,Papi,alleria,90.0,1877.0,0.0,,,44.0,,,25.0,100.0,25.0,57.0,,40.0,0.0,40.0,,40.0,1.0,,,9.0,,,4.0,4.0,4.0,7.0,,5.0,3.0,5.0,,5.0,0.0,,,4.0,,,1.0,4.0,1.0,4.0,,2.0,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
95484374,Dpms,twisting-nether,110.0,92301.0,49.0,57.0,58.0,53.0,52.0,47.0,55.0,70.0,54.0,60.0,69.0,80.0,70.0,60.0,100.0,75.0,134.0,306.0,292.0,281.0,286.0,116.0,225.0,138.0,236.0,176.0,118.0,5.0,10.0,5.0,2.0,8.0,66.0,175.0,168.0,148.0,149.0,55.0,123.0,97.0,128.0,106.0,81.0,4.0,7.0,3.0,2.0,6.0,50.0,100.0,,4.0,1.0,,2.0,1.0,,,,,,,,,,
125179086,Anietyx,blackrock,12.0,3521.0,90.0,100.0,50.0,67.0,100.0,86.0,50.0,44.0,50.0,60.0,100.0,200.0,33.0,50.0,20.0,50.0,10.0,4.0,4.0,3.0,2.0,7.0,4.0,9.0,2.0,5.0,1.0,2.0,3.0,2.0,5.0,2.0,9.0,4.0,2.0,2.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,60.0,,,5.0,,,3.0,,,,,,,,,,,
175023052,Pliszken,silvermoon,31.0,1742.0,,,,,,0.0,33.0,33.0,75.0,60.0,,50.0,20.0,100.0,100.0,100.0,,,,,,1.0,3.0,3.0,4.0,5.0,,4.0,5.0,1.0,1.0,2.0,,,,,,0.0,1.0,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,2.0,0.0,,,2.0,,,0.0,,,0.0,25.0,2.0,4.0,0.0,1.0,,,
157162805,Bloodnoób,kazzak,24.0,2481.0,50.0,100.0,100.0,60.0,,,75.0,50.0,100.0,17.0,33.0,0.0,100.0,,0.0,,4.0,2.0,2.0,5.0,,,4.0,2.0,6.0,6.0,3.0,1.0,1.0,,1.0,,2.0,2.0,2.0,3.0,,,3.0,1.0,6.0,1.0,1.0,0.0,1.0,,0.0,,,,100.0,,,2.0,,,2.0,,,,,,,,,
113036424,Morsatra,pozzo-delleternità,8.0,3346.0,50.0,33.0,0.0,38.0,33.0,67.0,0.0,60.0,67.0,100.0,50.0,40.0,0.0,50.0,0.0,,10.0,6.0,2.0,8.0,3.0,6.0,1.0,5.0,3.0,1.0,4.0,5.0,1.0,4.0,2.0,,5.0,2.0,0.0,3.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
92970884,Nathann,thunderhorn,21.0,3115.0,0.0,45.0,38.0,0.0,75.0,40.0,0.0,67.0,33.0,50.0,67.0,,,,,,1.0,29.0,8.0,1.0,4.0,5.0,3.0,3.0,6.0,2.0,3.0,,,,,,0.0,13.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
161702805,Terriblë,dun-modr,44.0,2126.0,75.0,,,88.0,,100.0,50.0,60.0,80.0,67.0,,100.0,67.0,100.0,,40.0,4.0,,,8.0,,3.0,2.0,5.0,5.0,6.0,,7.0,6.0,2.0,,5.0,3.0,,,7.0,,3.0,1.0,3.0,4.0,4.0,,7.0,4.0,2.0,,2.0,0.0,,,2.0,,,0.0,,,,,,,,,,,
100330881,Toastbringer,ravencrest,46.0,4739.0,20.0,47.0,55.0,60.0,58.0,69.0,71.0,78.0,50.0,67.0,57.0,,,,0.0,,5.0,17.0,11.0,5.0,19.0,13.0,7.0,9.0,10.0,6.0,7.0,,,,1.0,,1.0,8.0,6.0,3.0,11.0,9.0,5.0,7.0,5.0,4.0,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,
91049791,Eljaay,eredar,16.0,364.0,0.0,,0.0,,,,67.0,50.0,,50.0,,0.0,,,,100.0,1.0,,1.0,,,,3.0,2.0,,2.0,,1.0,,,,1.0,0.0,,0.0,,,,2.0,1.0,,1.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,
141653770,Rumorix,blackmoore,43.0,25413.0,73.0,69.0,66.0,67.0,61.0,76.0,71.0,65.0,59.0,67.0,76.0,,,,,,97.0,49.0,61.0,54.0,44.0,63.0,56.0,23.0,49.0,24.0,17.0,,,,,,71.0,34.0,40.0,36.0,27.0,48.0,40.0,15.0,29.0,16.0,13.0,,,,,,,,,,,,,,,,25.0,,8.0,,2.0,,,
105225644,Cctheshades,kazzak,3.0,6544.0,44.0,47.0,44.0,33.0,54.0,66.0,67.0,14.0,23.0,39.0,40.0,0.0,0.0,,,0.0,27.0,19.0,18.0,21.0,24.0,35.0,18.0,14.0,13.0,23.0,10.0,1.0,1.0,,,1.0,12.0,9.0,8.0,7.0,13.0,23.0,12.0,2.0,3.0,9.0,4.0,0.0,0.0,,,0.0,0.0,,,1.0,,,0.0,,,0.0,,2.0,,0.0,,,,
148814723,Bohen,blackmoore,39.0,9053.0,32.0,50.0,0.0,33.0,0.0,25.0,40.0,50.0,60.0,0.0,50.0,56.0,40.0,67.0,75.0,100.0,22.0,2.0,1.0,3.0,1.0,4.0,10.0,6.0,5.0,4.0,2.0,9.0,5.0,3.0,8.0,3.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,0.0,1.0,5.0,2.0,2.0,6.0,3.0,50.0,,100.0,2.0,,2.0,1.0,,2.0,200.0,,1.0,,2.0,,,,
217850493,Mordréd,sylvanas,20.0,522.0,75.0,,,,,100.0,,100.0,0.0,0.0,,0.0,100.0,0.0,,100.0,4.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,3.0,,,,,1.0,,1.0,0.0,0.0,,0.0,1.0,0.0,,1.0,50.0,,,2.0,,,1.0,,,,,,,,,,,
196580716,Potniss,outland,6.0,1373.0,0.0,,,50.0,,,0.0,0.0,,,,,0.0,25.0,100.0,33.0,2.0,,,2.0,,,1.0,1.0,,,,,1.0,4.0,2.0,3.0,0.0,,,1.0,,,0.0,0.0,,,,,0.0,1.0,2.0,1.0,100.0,,,1.0,,,1.0,,,0.0,,1.0,,0.0,,,,
243437129,Рэнгг,gordunni,46.0,6977.0,25.0,67.0,50.0,53.0,,40.0,58.0,43.0,50.0,50.0,33.0,55.0,35.0,58.0,50.0,25.0,8.0,6.0,2.0,15.0,,5.0,12.0,7.0,10.0,10.0,9.0,20.0,17.0,12.0,2.0,8.0,2.0,4.0,1.0,8.0,,2.0,7.0,3.0,5.0,5.0,3.0,11.0,6.0,7.0,1.0,2.0,50.0,67.0,100.0,2.0,3.0,3.0,1.0,2.0,3.0,,,,,,,,,
166937773,Shinywombat,tarren-mill,8.0,486.0,0.0,,,,,0.0,,,,,,,,,100.0,,1.0,,,,,1.0,,,,,,,,,1.0,,0.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
218895418,Drothari,sylvanas,3.0,227.0,50.0,,,0.0,,,,,,,,0.0,,100.0,0.0,,2.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,0.0,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,
135967979,Лирроу,gordunni,13.0,17364.0,78.0,53.0,57.0,56.0,46.0,71.0,47.0,48.0,53.0,62.0,65.0,,100.0,,0.0,,23.0,47.0,51.0,62.0,54.0,31.0,47.0,31.0,47.0,45.0,17.0,,1.0,,1.0,,18.0,25.0,29.0,35.0,25.0,22.0,22.0,15.0,25.0,28.0,11.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
89788721,Käwotte,sargeras,14.0,1323.0,0.0,100.0,100.0,50.0,0.0,,0.0,,100.0,40.0,100.0,75.0,67.0,,,,1.0,1.0,1.0,6.0,1.0,,1.0,,1.0,5.0,1.0,4.0,3.0,,,,0.0,1.0,1.0,3.0,0.0,,0.0,,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,33.0,,3.0,,1.0,,,
153997003,Тывообщеочем,gordunni,222.0,13012.0,55.0,63.0,11.0,47.0,46.0,58.0,31.0,48.0,50.0,44.0,45.0,75.0,14.0,33.0,29.0,75.0,11.0,19.0,18.0,19.0,13.0,12.0,26.0,29.0,24.0,25.0,29.0,4.0,7.0,6.0,7.0,4.0,6.0,12.0,2.0,9.0,6.0,7.0,8.0,14.0,12.0,11.0,13.0,3.0,1.0,2.0,2.0,3.0,17.0,100.0,,6.0,2.0,,1.0,2.0,,,25.0,,4.0,,1.0,,,
150850433,Джарена,gordunni,64.0,9350.0,100.0,59.0,33.0,61.0,0.0,90.0,39.0,45.0,56.0,47.0,43.0,90.0,55.0,50.0,,60.0,1.0,27.0,12.0,18.0,1.0,10.0,23.0,33.0,27.0,34.0,7.0,10.0,11.0,8.0,,5.0,1.0,16.0,4.0,11.0,0.0,9.0,9.0,15.0,15.0,16.0,3.0,9.0,6.0,4.0,,3.0,,,,,,,,,,43.0,,7.0,,3.0,,,,
67227600,Sagkosh,outland,20.0,11495.0,55.0,54.0,43.0,67.0,41.0,70.0,43.0,42.0,52.0,57.0,80.0,,,,,,29.0,35.0,37.0,43.0,32.0,20.0,21.0,12.0,21.0,7.0,5.0,,,,,,16.0,19.0,16.0,29.0,13.0,14.0,9.0,5.0,11.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
22721870,Sacrosanct,dentarg,10.0,5486.0,80.0,43.0,57.0,72.0,33.0,25.0,78.0,54.0,64.0,50.0,53.0,,,,,,5.0,21.0,21.0,18.0,15.0,8.0,9.0,13.0,14.0,14.0,15.0,,,,,,4.0,9.0,12.0,13.0,5.0,2.0,7.0,7.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
193882282,Dvearg,silvermoon,8.0,294.0,33.0,,,,,,,,50.0,,,50.0,,67.0,,100.0,3.0,,,,,,,,2.0,,,2.0,,3.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,2.0,,1.0,0.0,,,1.0,,,0.0,,,0.0,,1.0,,0.0,,,,
139723203,Икугу,galakrond,12.0,3177.0,0.0,33.0,12.0,50.0,,0.0,14.0,33.0,33.0,50.0,71.0,40.0,,,,,1.0,9.0,8.0,6.0,,1.0,7.0,6.0,3.0,4.0,7.0,5.0,,,,,0.0,3.0,1.0,3.0,,0.0,1.0,2.0,1.0,2.0,5.0,2.0,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,
155049416,Rathrock,thunderhorn,10.0,860.0,,0.0,100.0,100.0,,100.0,50.0,,33.0,75.0,67.0,0.0,,,,,,2.0,2.0,1.0,,2.0,2.0,,3.0,4.0,3.0,1.0,,,,,,0.0,2.0,1.0,,2.0,1.0,,1.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
56786492,Sannin,dun-modr,3.0,3168.0,57.0,38.0,0.0,50.0,67.0,0.0,50.0,100.0,100.0,100.0,,0.0,,100.0,,0.0,7.0,26.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,,2.0,,1.0,,1.0,4.0,10.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,,0.0,,1.0,,0.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
105232409,Lightfury,alonsus,5.0,1387.0,29.0,0.0,,0.0,100.0,100.0,,0.0,,,,,,0.0,,,7.0,2.0,,2.0,4.0,1.0,,2.0,,,,,,1.0,,,2.0,0.0,,0.0,4.0,1.0,,0.0,,,,,,0.0,,,,,100.0,,,3.0,,,3.0,,,,,,,,,
