,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
238,Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,,Dark Silk Shirt,Acidslough Bulwark,1511.1
239,Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritual Bone Band,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Macabre Sheet Music,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,,,Encrusted Canopic Lid,1254.5
240,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Sinsmasher,Aldor Tabard,,Acidslough Bulwark,1302.2
241,Wing Commander's Helmet,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Loremaster's Colors,,Acidslough Bulwark,1314.2
242,Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Gorestained Cleaver,,,Encrusted Canopic Lid,1289.4
243,Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Silvermoon City Tabard,,Encrusted Canopic Lid,1408.5
244,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Argent Crusader's Tabard,,Elysian Sentinel's Aegis,1206.3
245,Wing Commander's Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Death God's Signet,Ritualist's Treasured Ring,Sanguine Vintage,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Sinsmasher,,,Sinful Gladiator's Guard,1464.5
246,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Hyperlight Band,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,1181.7
247,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Tabard of the Ascended,,Elysian Sentinel's Aegis,1091.2
248,Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Sinful Gladiator's Ring,Ritual Commander's Ring,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Badge of Ferocity,Drape of Twisted Loyalties,Sophisticated Bonecracker,,,Sinful Gladiator's Guard,1313.3
249,Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,,,Encrusted Canopic Lid,1102.2
250,Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Renowned Guild Tabard,,Encrusted Canopic Lid,1177.9
251,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,,,Encrusted Canopic Lid,1214.1
252,Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Macabre Sheet Music,Inscrutable Quantum Device,Cowled Batwing Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1295.1
253,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Death God's Signet,Macabre Sheet Music,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,,,Sinful Gladiator's Guard,1018.1
254,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Tabard of the Zandalari,,Acidslough Bulwark,820.1
255,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Acidslough Bulwark,1058.1
256,Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,,,Duskwarder Shield,1124.0
257,Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Ascended Gladius of Glory,,,Acidslough Bulwark,1122.9
258,Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Fleshfused Circle,Bloodoath Signet,Splintered Heart of Al'ar,Pulsating Stoneheart,Decadent Nathrian Shawl,Supercollider,,,Barricade of the Endless Empire,1102.0
259,Diadem of Imperious Desire,Azure-Venom Choker,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritual Commander's Ring,Signet of the False Accuser,Stone Legion Heraldry,Blood-Spattered Scale,Blighted Margrave's Cloak,Xandria's Kopis of Courage,Darkspear Tabard,,Acidslough Bulwark,1006.5
260,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Sylvan Whiteshield,981.9
261,Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Macabre Sheet Music,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Chyrus's Crest of Hope,1151.9
262,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Gorestained Cleaver,,,Barricade of the Endless Empire,997.6
263,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Spare Meat Hook,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Supercollider,Tabard of the Ascended,,Barricade of the Endless Empire,1076.9
264,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Shroud of the Penitent,Sinsmasher,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,1001.6
265,Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,,White Linen Shirt,Chyrus's Crest of Hope,969.5
266,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Chyrus's Crest of Hope,1153.6
267,Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Overwhelming Power Crystal,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,,Acidslough Bulwark,916.0
268,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Skulker's Wing,Phial of Putrefaction,Dealer Xy'exa's Cape,Supercollider,,,Encrusted Canopic Lid,1111.7
269,Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Inscrutable Quantum Device,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,,Acidslough Bulwark,1165.7
270,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Argent Crusader's Tabard,Sawbones Shirt,Encrusted Canopic Lid,1191.4
271,Wrathbark Greathelm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sophisticated Bonecracker,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,793.1
272,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Supercollider,Tabard of the Zandalari,Precious' Ribbon,Elysian Sentinel's Aegis,1265.2
273,Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Lightbringer,Dark Silk Shirt,Barricade of the Endless Empire,1188.8
274,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Tabard of the Lightbringer,Precious' Ribbon,Encrusted Canopic Lid,1239.4
275,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,995.8
276,Plague Handler's Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sinful Gladiator's Badge of Ferocity,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,,,Acidslough Bulwark,1721.1
277,Wing Commander's Helmet,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Ritual Bone Band,Hyperlight Band,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,,,Chyrus's Crest of Hope,1429.0
278,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Renowned Guild Tabard,Artisan Officer's Shirt,Sinful Gladiator's Guard,1250.7
279,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Fleshfused Circle,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Renowned Guild Tabard,Artisan Officer's Shirt,Sinful Gladiator's Guard,1284.1
280,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fallen Templar's Gauntlets,Signet of the False Accuser,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,,,Sinful Gladiator's Guard,1304.9
281,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Gorestained Cleaver,Renowned Guild Tabard,Blue Martial Shirt,Sinful Gladiator's Guard,1312.1
282,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sacred Sparrer's Edge,,,Elysian Sentinel's Aegis,1322.4
283,Sinful Gladiator's Plate Helmet,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,Sinful Aspirant's Plate Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Shadowghast Armguards,Fogweaver Gauntlets,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Sinful Aspirant's Sigil of Adaptation,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Tabard of the Lightbringer,Irradiated Undercoat,Sinful Gladiator's Guard,1221.6
284,Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Sinful Gladiator's Band,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Tabard of the Zandalari,,Sinful Gladiator's Guard,1107.7
285,Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,,,Barricade of the Endless Empire,1223.8
286,Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Selfless Collector's Legguards,Selfless Collector's Warboots,Hellhound Cuffs,Fleshfused Crushers,Twisted Witherroot Band,Signet of the False Accuser,Inscrutable Quantum Device,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Sophisticated Bonecracker,Renowned Guild Tabard,,Acidslough Bulwark,652.5
287,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Renowned Guild Tabard,Embroidered Shirt,Barricade of the Endless Empire,1080.7
288,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,1125.3
289,Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Colossal Plate Gauntlets,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Crest of the Legionnaire General,Axe of the Deadgrove,Renowned Guild Tabard,Precious' Ribbon,Sinful Gladiator's Bulwark,1116.3
290,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Girdle,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Tabard of the Ascended,Yellow Lumberjack Shirt,Encrusted Canopic Lid,1346.9
291,Wing Commander's Helmet,Sinful Gladiator's Pendant,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Sinful Gladiator's Insignia of Alacrity,Bladedancer's Armor Kit,Decadent Nathrian Shawl,Barbed-Edge of the Stone Legion,Corrupted Gladiator's Tabard,Artisan Officer's Shirt,Sinful Gladiator's Redoubt,1541.4
292,Shadowghast Helm,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Overwhelming Power Crystal,Decadent Nathrian Shawl,Supercollider,Tabard of the Lightbringer,,Acidslough Bulwark,922.9
293,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Guild Tabard,Red Swashbuckler's Shirt,Encrusted Canopic Lid,1312.5
294,Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Fogweaver Gauntlets,Bloodoath Signet,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,,,Acidslough Bulwark,989.5
295,Wing Commander's Helmet,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ring of Perpetual Conflict,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Tabard of the Dark Iron,,Barricade of the Endless Empire,816.2
296,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Engorged Worm Smasher,Thunder Bluff Tabard,,Sinful Gladiator's Guard,1195.0
297,Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Bargast's Leash,Crest of the Legionnaire General,Ascended Gladius of Glory,Tabard of the Lightbringer,Precious' Ribbon,Encrusted Canopic Lid,958.4
