Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Wargreaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Ritual Bone Band,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Drape of the Drakerider,Sinful Gladiator's Xiphos,Acidslough Bulwark,83477806,Argent Crusader's Tabard
Casque of the Path,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of the Afterlife,Binding of Warped Desires,Shadowghast Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Bladedancer's Armor Kit,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,104580088,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Macabre Sheet Music,Pulsating Stoneheart,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,242523079,Tabard of the Lightbringer
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Gluttonous Spike,Cloak of Enveloping Manifestations,Meditation's Muse,Sinful Aspirant's Barrier,182161375,Aldor Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Golden Filigreed Doublet,Breastplate of Cautious Calculation,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fallen Templar's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Cloak,Sinsmasher,Sinful Gladiator's Redoubt,166487264,Tabard of the Lightbringer
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Desecrated Seaweed Shirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,92079689,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Gorgeous Blouse,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ardent Sunstar Signet,Twisted Witherroot Band,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,154240765,Tabard of the Lightbringer
Diadem of Imperious Desire,Trailspinner Pendant,Shieldguard's Shoulderplates,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Macabre Sheet Music,Bargast's Leash,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,240394878,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Irradiated Undercoat,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Fleshfused Circle,Death God's Signet,Stone Legion Heraldry,Bladedancer's Armor Kit,Cowled Batwing Cloak,Gorestained Cleaver,Chyrus's Crest of Hope,179640864,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Common White Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,179215610,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sapsteel Breastplate,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,174914691,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Viscera of Coalesced Hatred,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,192626407,
Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Chyrus's Crest of Hope,167223718,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Shroud of the Penitent,Sinsmasher,Chyrus's Crest of Hope,242836000,
Darkfrost Helmet,Muckformed Chain Choker,Tabone's Branded Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Steelcore Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Shadowghast Ring,Viscera of Coalesced Hatred,Gluttonous Spike,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,117561381,Renowned Guild Tabard
Selfless Collector's GreatHelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Antiseptic-Soaked Dressing,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Guilewind Stone Talons,Shadowghast Ring,Bloodoath Signet,Gluttonous Spike,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Sacred Sparrer's Edge,Encrusted Canopic Lid,240578837,Theramore Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Shawl of Haunted Memories,Supercollider,Encrusted Canopic Lid,118290654,
Sinful Gladiator's Plate Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Precious' Ribbon,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Valinor's Ground Pounders,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Shadowghast Ring,Bladedancer's Armor Kit,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Barricade of the Endless Empire,139160288,Argent Crusader's Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Gauntlets of Ruthless Reprisal,Death God's Signet,Hyperlight Band,Gluttonous Spike,Stone Legion Heraldry,Sinful Gladiator's Drape,Ascended Gladius of Glory,Elysian Sentinel's Aegis,133509944,
Diadem of Imperious Desire,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Selfless Collector's Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Hyperlight Band,Shadowghast Ring,Spare Meat Hook,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,245336319,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,169776565,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Encrusted Canopic Lid,174509571,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,183854727,
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Red Lumberjack Shirt,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Engorged Worm Smasher,Sinful Gladiator's Guard,153806585,Tabard of the Ascended
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,167238257,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Reaver of Renewed Resolve,Sinful Gladiator's Guard,173794911,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Shadowghast Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,176513899,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Fleshfused Circle,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,173654774,Lightforged Tabard
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Sapsteel Breastplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,125827280,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,237910936,Tabard of the Ebon Blade
Casque of the Path,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Plague-Etched Hacker,Acidslough Bulwark,209916333,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Encrusted Canopic Lid,42107800,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Encrusted Canopic Lid,142130723,
Darkfrost Helmet,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Twisted Witherroot Band,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,156705856,
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Arachnid Cipher Ring,Shadowghast Ring,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sophisticated Bonecracker,Barrier of the Chosen,244485349,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ring of Perpetual Conflict,Bloodoath Signet,Splintered Heart of Al'ar,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,240332500,Tabard of the Honorbound
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Steelcore Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Sanguine Vintage,Drape of Twisted Loyalties,Engorged Worm Smasher,Sylvan Whiteshield,178655036,Renowned Guild Tabard
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sinful Aspirant's Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,101062002,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,141176681,
Wrathbark Greathelm,Sinful Gladiator's Amulet,Vile Butcher's Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Binding of Warped Desires,Legplates of Unholy Frenzy,Dynamo Doomstompers,Shadowghast Armguards,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Bloodoath Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Fuming Anger,Sinsmasher,Barricade of the Endless Empire,126188138,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Shieldguard's Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,100695388,Tabard of the Wyrmrest Accord
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Initiate's Shirt,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,57836312,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Stylish Black Shirt,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Fallen Templar's Gauntlets,Signet of the False Accuser,Hyperlight Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Chyrus's Crest of Hope,99504621,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Sleeveless T-Shirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Fleshfused Circle,Ritualist's Treasured Ring,Anima Field Emitter,Slimy Consumptive Organ,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,149675204,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,162806837,
Shadowghast Helm,Azure-Venom Choker,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Gluttonous Spike,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Sinful Gladiator's Guard,176548713,
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Rich Purple Silk Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritual Commander's Ring,Death God's Signet,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Redoubt,47676626,Renowned Guild Tabard
Plague Handler's Greathelm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Bargast's Leash,Blood-Spattered Scale,Cloak of Coordination,Axe of the Deadgrove,Burden of the Protectorate,180657290,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Sinful Aspirant's Plate Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Twisted Witherroot Band,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Gorestained Cleaver,Encrusted Canopic Lid,167208286,Orgrimmar Tabard
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Aspirant's Barrier,159897582,Renowned Guild Tabard
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Arachnid Cipher Ring,Ritual Commander's Ring,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,245175937,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of the Afterlife,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Reality-Shatter Vambraces,Sinful Aspirant's Plate Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Overwhelming Power Crystal,Anima Field Emitter,Cowled Batwing Cloak,Sinful Aspirant's Sword,Elysian Sentinel's Aegis,120950605,Undercity Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Sanguine Vintage,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,104796576,
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Ebon Filigreed Doublet,Chestplate of the March Warden,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Band of the Risen Bonelord,Anima Field Emitter,Overwhelming Power Crystal,Grim-Veiled Cape,Drustlord's Greataxe,,161713524,
Wrathbark Greathelm,Sin Stained Pendant,Shoulderplates of the Deconstructor,Precious' Ribbon,Selfless Collector's Chestplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Sinful Aspirant's Plate Warboots,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Shadowghast Ring,Twisted Witherroot Band,Splintered Heart of Al'ar,Skulker's Wing,Saronite Animus Cloak,Reaver of Renewed Resolve,Sinful Gladiator's Guard,197613123,Tabard of the Lightbringer
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Tuxedo Shirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,181946047,Silvermoon City Tabard
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Pulsating Stoneheart,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,150297577,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Signet of the False Accuser,Darkmoon Deck: Voracity,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,176806731,Silvermoon City Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Hacker,Sinful Gladiator's Guard,67595897,Tabard of the Lightbringer
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Sinful Gladiator's Emblem,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Barricade of the Endless Empire,197580854,Stormwind Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Twisted Witherroot Band,Ritual Bone Band,Viscera of Coalesced Hatred,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Chyrus's Crest of Hope,173854115,
