Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,White Swashbuckler's Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Elysian Sentinel's Aegis,183363211,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Purple Martial Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,165865192,Orgrimmar Tabard
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Arachnid Cipher Ring,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,166185688,Orgrimmar Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,162806837,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Sinful Aspirant's Insignia of Alacrity,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,145382537,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Irradiated Undercoat,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,98788169,Tabard of Brute Force
Dreadguard's Greathelm,Chain of the Purpose-Bound,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Selfless Collector's Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Drape of Twisted Loyalties,Gorestained Cleaver,Encrusted Canopic Lid,153096971,Orgrimmar Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Twisted Witherroot Band,Band of the Risen Bonelord,Darkmoon Deck: Indomitable,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,129605274,Blood Knight Tabard
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Crest of the Legionnaire General,Supercollider,Sinful Gladiator's Guard,149339799,
Darkfrost Helmet,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Ebon Filigreed Doublet,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Sinful Aspirant's Plate Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Sinful Gladiator's Guard,153765540,Brawler's Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Stone Legion Heraldry,Sanguine Vintage,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,57905859,Loremaster's Colors
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,151608313,
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Yellow Lumberjack Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Boots of the Underdweller,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Shiver,Acidslough Bulwark,82303685,Tabard of the Argent Crusade
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Encrusted Canopic Lid,154764560,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,134245080,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,97577933,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,175954642,Huojin Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Commander's Ring,Hyperlight Band,Spare Meat Hook,Anima Field Emitter,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,117053302,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Sanguine Vintage,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,123921089,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Digmaster's Bodysleeve,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,170133453,Tabard of the Lightbringer
Plague Handler's Greathelm,Azure-Venom Choker,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Ceremonial Parade Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Crest of the Legionnaire General,Sinful Gladiator's Swordbreaker,Stonewrought Gargoyles Barrier,69764442,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Gluttonous Spike,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,161535981,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Sophisticated Bonecracker,Sinful Gladiator's Guard,170123188,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,176916675,
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,66365346,Renowned Guild Tabard
Sinful Gladiator's Plate Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Engorged Worm Smasher,Sinful Gladiator's Guard,150966994,Renowned Guild Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sanguine Vintage,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,158097496,
Darkfrost Helmet,Azure-Venom Choker,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shieldguard's Vambraces,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,125071572,
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,77157081,
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Sleeveless T-Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Bloodoath Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,153222397,Laughing Skull Orcs Tabard
