Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Diadem of Imperious Desire,Charm of Eternal Winter,Tabone's Branded Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,194348378,
Plague Handler's Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,The Boomshirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Greatcloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,243437129,Darnassus Tabard
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Coordination,Sophisticated Bonecracker,Sinful Gladiator's Guard,196653971,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fogweaver Gauntlets,Ritualist's Treasured Ring,Bloodoath Signet,Inscrutable Quantum Device,Wakener's Frond,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,156258839,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Fleshfused Circle,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,160300425,Guild Tabard
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Hyperlight Band,Memory of Past Sins,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,122159755,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Bloodoath Signet,Pulsating Stoneheart,Grim Codex,Mantle of Manifest Sins,Sinful Aspirant's Sword,Sinful Gladiator's Guard,164874317,Tabard of the Ascended
Shadowghast Helm,Muckformed Chain Choker,Sinful Gladiator's Plate Pauldrons,Last Season's Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Anima Field Emitter,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,164541110,Tabard of the Lightbringer
Plague Handler's Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Fleshfused Circle,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,94035562,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,242643383,
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Precious' Ribbon,Chestplate of the March Warden,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Hardened Castle Crushers,Bloodoath Signet,Ritual Bone Band,Sinful Aspirant's Badge of Ferocity,Overwhelming Power Crystal,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,The Boreal Guard,132281224,Tabard of the Lightbringer
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Threads of Tirion,Breastplate of Fatal Contrivances,Stonebark Girdle,Plated Leggings of Ruination,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Spare Meat Hook,Sanguine Vintage,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,103161882,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Overwhelming Power Crystal,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,147798693,Tushui Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,181762404,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,88842309,
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Guilewind Stone Talons,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,242780746,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Bloodoath Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,162077971,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Shadowghast Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Chyrus's Crest of Hope,176602415,Stormwind Tabard
Wing Commander's Helmet,Muckformed Chain Choker,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Gluttonous Spike,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Chyrus's Crest of Hope,160396044,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Stylish Red Shirt,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Shawl,Sophisticated Bonecracker,Acidslough Bulwark,115246655,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Sinful Gladiator's Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,243967204,Lightforged Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,78973088,Stormwind Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Embroidered Shirt,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Gladiator's Ring,Sanguine Vintage,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,187047459,Stormwind Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Encrusted Canopic Lid,131280851,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Splintered Heart of Al'ar,Sanguine Vintage,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,188759228,
Oversized Centurion Helm,Muckformed Chain Choker,Prankster's Pauldrons,Master Builder's Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,197716879,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Shadowghast Ring,Death God's Signet,Anima Field Emitter,Wakener's Frond,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,191367421,Thunder Bluff Tabard
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Dark Silk Shirt,Breastplate of Brutal Dissonance,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,161204362,Tabard of the Lightbringer
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,176047295,Renowned Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,154475164,
Sinful Gladiator's Plate Helmet,Trailspinner Pendant,Vile Butcher's Pauldrons,,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritual Commander's Ring,Ring of Perpetual Conflict,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Hacker,Acidslough Bulwark,196676613,Renowned Guild Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Aspirant's Plate Chestplate,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Shroud of the Penitent,Sinsmasher,Barricade of the Endless Empire,132054629,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Slimy Consumptive Organ,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sinsmasher,Elysian Sentinel's Aegis,166646735,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Stone Legion Heraldry,Gluttonous Spike,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,45002075,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Slimy Consumptive Organ,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,166002955,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Selfless Collector's Gauntlets,Bloodoath Signet,Death God's Signet,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,156363333,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Wound Dressing,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Gluttonous Spike,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,175400548,Tabard of the Ascended
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Shadowghast Ring,Anima Field Emitter,Slimy Consumptive Organ,Mantle of Manifest Sins,Supercollider,Acidslough Bulwark,247894298,Champions of Azeroth Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,74095090,
Shadowghast Helm,Reinforced High Collar,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Amber-Plated Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Arachnid Cipher Ring,Hymnal of the Path,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,159331778,Tabard of the Lightbringer
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Shadowghast Ring,Ritualist's Treasured Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Barricade of the Endless Empire,193954314,Lightforged Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Valinor's Ground Pounders,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,163766313,Lightforged Tabard
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Sinful Gladiator's Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sacred Sparrer's Edge,Acidslough Bulwark,196923820,Stormpike Battle Tabard
Sinful Gladiator's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,192502249,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Fleshfused Circle,Anima Field Emitter,Spare Meat Hook,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,166122140,
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Sinful Aspirant's Plate Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Titanguard,Sinful Gladiator's Guard,164311801,Ironforge Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Ardent Sunstar Signet,Decanter of Anima-Charged Winds,Sinful Aspirant's Insignia of Alacrity,Decadent Nathrian Shawl,Engorged Worm Smasher,Acidslough Bulwark,153429415,Tabard of the Lightbringer
